Report Date,Market,BenchName,Currency,TimeZone,Resolution
13/10/2016,EEX,EEX,EUR,Central Europe Standard Time,Hour
,,DE/ATBase,DE/ATPeak
,Winter Short,90,90
,Winter Medium,17,17
,Winter Long,10,10
,Winter Time,0.5,0.5
,Summer Short,90,90
,Summer Medium,17,17
,Summer Long,10,10
,Summer Time,0.5,0.5
Date,Hour
02/02/2017,10,37.5916650864092,47.8568543053698
02/02/2017,11,37.5925778297824,47.8555830137338
02/02/2017,12,37.593478304887,47.8543038134667
02/02/2017,13,37.5943665026862,47.853016698893
02/02/2017,14,37.5952424140996,47.8517216639884
02/02/2017,15,37.5961060299596,47.8504187029466
02/02/2017,16,37.5969573412294,47.8491078099614
02/02/2017,17,37.5977963388286,47.8477889790956
02/02/2017,18,37.5986230135459,47.8464622044994
02/02/2017,19,37.5994373563881,47.8451274802792
02/02/2017,20,37.6002393581439,47.8437848005851
02/02/2017,21,37.6010290097765,
02/02/2017,22,37.6018063020747,
02/02/2017,23,37.6025712260016,
02/02/2017,24,37.6033237723896,
03/02/2017,1,37.6040639320709,
03/02/2017,2,37.6047916960088,
03/02/2017,3,37.6055070549919,
03/02/2017,4,37.6062099998526,
03/02/2017,5,37.6069005215104,
03/02/2017,6,37.6075786107976,
03/02/2017,7,37.6082442585903,
03/02/2017,8,37.6088974556333,
03/02/2017,9,37.6095381928899,47.8256033382931
03/02/2017,10,37.6101664611051,47.8241486637125
03/02/2017,11,37.6107822511985,47.8226859451679
03/02/2017,12,37.6113855539152,47.8212151769403
03/02/2017,13,37.6119763601746,47.8197363529616
03/02/2017,14,37.6125546606781,47.818249467382
03/02/2017,15,37.6131204463891,47.8167545142642
03/02/2017,16,37.6136737080087,47.8152514877147
03/02/2017,17,37.6142144364567,47.8137403817091
03/02/2017,18,37.6147426224343,47.812221190572
03/02/2017,19,37.6152582568611,47.8106939080608
03/02/2017,20,37.6157613303949,47.8091585285001
03/02/2017,21,37.6162518340425,
03/02/2017,22,37.6167297583743,
03/02/2017,23,37.6171950943972,
03/02/2017,24,37.6176478327252,
04/02/2017,1,37.6180879642779,
04/02/2017,2,37.6185154797131,
04/02/2017,3,37.6189303699502,
04/02/2017,4,37.6193326256907,
04/02/2017,5,37.6197222376795,
04/02/2017,6,37.6200991967926,
04/02/2017,7,37.6204634936439,
04/02/2017,8,37.6208151191968,
04/02/2017,9,37.6211540639779,
04/02/2017,10,37.6214803189941,
04/02/2017,11,37.6217938747723,
04/02/2017,12,37.6220947221882,
04/02/2017,13,37.6223828519869,
04/02/2017,14,37.6226582549134,
04/02/2017,15,37.6229209216253,
04/02/2017,16,37.623170842955,
04/02/2017,17,37.6234080096037,
04/02/2017,18,37.6236324123165,
04/02/2017,19,37.623844041751,
04/02/2017,20,37.6240428887395,
04/02/2017,21,37.624228943896,
04/02/2017,22,37.6244021980092,
04/02/2017,23,37.624562641824,
04/02/2017,24,37.6247102659108,
05/02/2017,1,37.6248450611456,
05/02/2017,2,37.6249670180987,
05/02/2017,3,37.6250761275587,
05/02/2017,4,37.6251723801834,
05/02/2017,5,37.6252557666739,
05/02/2017,6,37.6253262776445,
05/02/2017,7,37.6253839039709,
05/02/2017,8,37.6254286361363,
05/02/2017,9,37.6254604649293,
05/02/2017,10,37.625479380964,
05/02/2017,11,37.6254853750288,
05/02/2017,12,37.6254784376943,
05/02/2017,13,37.6254585596616,
05/02/2017,14,37.6254257315013,
05/02/2017,15,37.6253799440019,
05/02/2017,16,37.6253211878211,
05/02/2017,17,37.6252494534856,
05/02/2017,18,37.625164731784,
05/02/2017,19,37.6250670132868,
05/02/2017,20,37.6249562886078,
05/02/2017,21,37.6248325484921,
05/02/2017,22,37.6246957834665,
05/02/2017,23,37.6245459842321,
05/02/2017,24,37.6243831414031,
06/02/2017,1,37.6242072455934,
06/02/2017,2,37.6240182874171,
06/02/2017,3,37.6238162575319,
06/02/2017,4,37.6236011465517,
06/02/2017,5,37.6233729450469,
06/02/2017,6,37.6231316436315,
06/02/2017,7,37.6228772329196,
06/02/2017,8,37.6226097036124,
06/02/2017,9,37.6223290461057,47.6999518960656
06/02/2017,10,37.6220352511882,47.6979028262867
06/02/2017,11,37.6217283093865,47.695845281487
06/02/2017,12,37.6214082111837,47.6937792555982
06/02/2017,13,37.6210749473248,47.6917047427269
06/02/2017,14,37.6207285083365,47.6896217365866
06/02/2017,15,37.6203688847891,47.6875302312401
06/02/2017,16,37.6199960672529,47.6854302206193
06/02/2017,17,37.6196100462548,47.6833216985688
06/02/2017,18,37.6192108124524,47.6812046590203
06/02/2017,19,37.6187983563723,47.6790790959494
06/02/2017,20,37.6183726686286,47.6769450032007
06/02/2017,21,37.6179337396607,
06/02/2017,22,37.6174815601262,
06/02/2017,23,37.6170161205082,
06/02/2017,24,37.6165374114207,
07/02/2017,1,37.6160454233468,
07/02/2017,2,37.6155401469005,
07/02/2017,3,37.6150215726084,
07/02/2017,4,37.61448969091,
07/02/2017,5,37.6139444924193,
07/02/2017,6,37.6133859676629,
07/02/2017,7,37.6128141072113,
07/02/2017,8,37.6122289014165,
07/02/2017,9,37.6116303410236,47.648422828308
07/02/2017,10,37.6110184163408,47.646168680556
07/02/2017,11,37.610393118026,47.6439059116237
07/02/2017,12,37.6097544365184,47.6416345155303
07/02/2017,13,37.6091023623885,47.639354485902
07/02/2017,14,37.6084368859883,47.6370658168453
07/02/2017,15,37.6077579980192,47.6347685020737
07/02/2017,16,37.6070656887896,47.6324625356065
07/02/2017,17,37.6063599489135,47.6301479112008
07/02/2017,18,37.6056407688739,47.6278246227012
07/02/2017,19,37.6049081390665,47.6254926640831
07/02/2017,20,37.6041620500619,47.6231520291913
07/02/2017,21,37.6034024922992,
07/02/2017,22,37.602629456218,
07/02/2017,23,37.6018429324322,
07/02/2017,24,37.6010429112066,
08/02/2017,1,37.6002293831552,
08/02/2017,2,37.5994023386738,
08/02/2017,3,37.5985617682018,
08/02/2017,4,37.5977076623094,
08/02/2017,5,37.5968400113488,
08/02/2017,6,37.5959588057158,
08/02/2017,7,37.5950640360679,
08/02/2017,8,37.5941556925391,
08/02/2017,9,37.5932337658305,47.5919314354251
08/02/2017,10,37.5922982462507,47.589468686725
08/02/2017,11,37.5913491243264,47.5869971693755
08/02/2017,12,37.5903863902786,47.5845168773085
08/02/2017,13,37.589410034765,47.5820278042374
08/02/2017,14,37.5884200481378,47.5795299440942
08/02/2017,15,37.5874164207053,47.5770232906361
08/02/2017,16,37.5863991430379,47.5745078376203
08/02/2017,17,37.5853682054003,47.571983579066
08/02/2017,18,37.5843235983193,47.5694505085994
08/02/2017,19,37.583265312147,47.5669086201087
08/02/2017,20,37.582193337279,47.5643579073512
08/02/2017,21,37.5811076641548,
08/02/2017,22,37.5800082830829,
08/02/2017,23,37.5788951845025,
08/02/2017,24,37.5777683588967,
09/02/2017,1,37.5766277964867,
09/02/2017,2,37.5754734877119,
09/02/2017,3,37.5743054229679,
09/02/2017,4,37.5731235926942,
09/02/2017,5,37.5719279871118,
09/02/2017,6,37.570718596704,
09/02/2017,7,37.5694954117353,
09/02/2017,8,37.5682584227325,
09/02/2017,9,37.5670076198294,47.5303928184294
09/02/2017,10,37.5657429935527,47.5277179155964
09/02/2017,11,37.5644645342109,47.5250340955099
09/02/2017,12,37.5631722321123,47.522341351927
09/02/2017,13,37.5618660776527,47.519639678605
09/02/2017,14,37.5605460610968,47.5169290692575
09/02/2017,15,37.5592121728405,47.5142095176852
09/02/2017,16,37.5578644032357,47.5114810176892
09/02/2017,17,37.5565027425473,47.5087435630703
09/02/2017,18,37.555127181171,47.5059971474548
09/02/2017,19,37.5537377093715,47.5032417648181
09/02/2017,20,37.5523343175009,47.5004774086992
09/02/2017,21,37.5509169958241,
09/02/2017,22,37.549485734693,
09/02/2017,23,37.5480405245471,
09/02/2017,24,37.5465813554329,
10/02/2017,1,37.5451082178333,
10/02/2017,2,37.5436211020133,
10/02/2017,3,37.5421199982375,
10/02/2017,4,37.5406048968143,
10/02/2017,5,37.5390757880523,
10/02/2017,6,37.5375326622598,
10/02/2017,7,37.5359755095706,
10/02/2017,8,37.5344043205114,
10/02/2017,9,37.5328190851287,47.4637213580572
10/02/2017,10,37.531219793862,47.4608307180897
10/02/2017,11,37.5296064368013,47.4579310108675
10/02/2017,12,37.5279790044297,47.4550222301914
10/02/2017,13,37.5263374868809,47.4521043696441
10/02/2017,14,37.5246818743763,47.4491774230264
10/02/2017,15,37.523012157224,47.4462413841393
10/02/2017,16,37.5213283257326,47.443296246478
10/02/2017,17,37.5196303701232,47.4403420039307
10/02/2017,18,37.5179182805732,47.437378650211
10/02/2017,19,37.5161920473474,47.4344061788579
10/02/2017,20,37.5144516607543,47.4314245838468
10/02/2017,21,37.5126971109712,
10/02/2017,22,37.5109283882193,
10/02/2017,23,37.5091454828071,
10/02/2017,24,37.5073483848246,
11/02/2017,1,37.5055370846239,
11/02/2017,2,37.5037115723389,
11/02/2017,3,37.5018718381907,
11/02/2017,4,37.5000178725313,
11/02/2017,5,37.4981496653636,
11/02/2017,6,37.4962672070396,
11/02/2017,7,37.4943704876932,
11/02/2017,8,37.4924594974582,
11/02/2017,9,37.4905342267302,
11/02/2017,10,37.4885946655122,
11/02/2017,11,37.4866408040689,
11/02/2017,12,37.4846726326214,
11/02/2017,13,37.4826901412598,
11/02/2017,14,37.4806933202053,
11/02/2017,15,37.478682159679,
11/02/2017,16,37.476656649771,
11/02/2017,17,37.4746167807025,
11/02/2017,18,37.4725625426508,
11/02/2017,19,37.4704939257063,
11/02/2017,20,37.4684109201335,
11/02/2017,21,37.466313515979,
11/02/2017,22,37.4642017034639,
11/02/2017,23,37.4620754726784,
11/02/2017,24,37.4599348138872,
12/02/2017,1,37.4577797170496,
12/02/2017,2,37.4556101724738,
12/02/2017,3,37.4534261702502,
12/02/2017,4,37.4512277003814,
12/02/2017,5,37.4490147531324,
12/02/2017,6,37.4467873186368,
12/02/2017,7,37.4445453869412,
12/02/2017,8,37.4422889481793,
12/02/2017,9,37.4400179925287,
12/02/2017,10,37.4377325100359,
12/02/2017,11,37.4354324907472,
12/02/2017,12,37.4331179249275,
12/02/2017,13,37.4307888025796,
12/02/2017,14,37.4284451138374,
12/02/2017,15,37.4260868487036,
12/02/2017,16,37.4237139973993,
12/02/2017,17,37.4213265499275,
12/02/2017,18,37.4189244963782,
12/02/2017,19,37.4165078268852,
12/02/2017,20,37.4140765314951,
12/02/2017,21,37.4116306002543,
12/02/2017,22,37.4091700232966,
12/02/2017,23,37.4066947905812,
12/02/2017,24,37.4042048922856,
13/02/2017,1,37.4017003184126,
13/02/2017,2,37.3991810590524,
13/02/2017,3,37.3966471042513,
13/02/2017,4,37.3940984439687,
13/02/2017,5,37.3915350684256,
13/02/2017,6,37.3889569675375,
13/02/2017,7,37.3863641313073,
13/02/2017,8,37.3837565499998,
13/02/2017,9,37.3811342133122,47.2320429228712
13/02/2017,10,37.3784971115529,47.2284832728328
13/02/2017,11,37.375845234681,47.2249140981585
13/02/2017,12,37.3731785725686,47.2213353924744
13/02/2017,13,37.3704971154802,47.2177471493633
13/02/2017,14,37.3678008532879,47.214149362364
13/02/2017,15,37.3650897759508,47.2105420250155
13/02/2017,16,37.3623638736026,47.2069251308567
13/02/2017,17,37.3596231362026,47.2032986735576
13/02/2017,18,37.3568675537535,47.1996626466134
13/02/2017,19,37.3540971162583,47.1960170435195
13/02/2017,20,37.3513118136761,47.1923618579021
13/02/2017,21,37.3485116360971,
13/02/2017,22,37.3456965733931,
13/02/2017,23,37.3428666156105,
13/02/2017,24,37.3400217527087,
14/02/2017,1,37.3371619747777,
14/02/2017,2,37.3342872716021,
14/02/2017,3,37.3313976333156,
14/02/2017,4,37.3284930497903,
14/02/2017,5,37.3255735110724,
14/02/2017,6,37.322639007034,
14/02/2017,7,37.3196895277215,
14/02/2017,8,37.3167250630067,
14/02/2017,9,37.3137456029799,47.1439694945875
14/02/2017,10,37.3107511373819,47.1401794749254
14/02/2017,11,37.3077416563465,47.1363797757367
14/02/2017,12,37.3047171497019,47.1325703905168
14/02/2017,13,37.3016776074946,47.1287513128045
14/02/2017,14,37.2986230195529,47.1249225360516
14/02/2017,15,37.2955533758795,47.1210840539279
14/02/2017,16,37.2924686663027,47.1172358597105
14/02/2017,17,37.2893688809563,47.1133779471129
14/02/2017,18,37.2862540094939,47.1095103094121
14/02/2017,19,37.2831240420492,47.1056329404091
14/02/2017,20,37.2799789684505,47.1017458333372
14/02/2017,21,37.2768187786132,
14/02/2017,22,37.273643462453,
14/02/2017,23,37.2704530098417,
14/02/2017,24,37.2672474107821,
15/02/2017,1,37.2640266550588,
15/02/2017,2,37.260790732631,
15/02/2017,3,37.2575396333705,
15/02/2017,4,37.2542733471491,
15/02/2017,5,37.2509918639262,
15/02/2017,6,37.2476951734861,
15/02/2017,7,37.2443832657445,
15/02/2017,8,37.2410561306169,
15/02/2017,9,37.2377137579751,47.0503243250423
15/02/2017,10,37.2343561375164,47.04630020271
15/02/2017,11,37.2309832594183,47.0422662446072
15/02/2017,12,37.2275951132906,47.0382224442292
15/02/2017,13,37.2241916890925,47.0341687950277
15/02/2017,14,37.2207729765651,47.0301052905415
15/02/2017,15,37.2173389657546,47.0260319241352
15/02/2017,16,37.2138896464021,47.0219486892165
15/02/2017,17,37.2104250083357,47.0178555794118
15/02/2017,18,37.206945041471,47.0137525880855
15/02/2017,19,37.2034497354616,47.0096397086018
15/02/2017,20,37.1999390803976,47.0055169344996
15/02/2017,21,37.1964130659326,
15/02/2017,22,37.1928716820257,
15/02/2017,23,37.1893149183306,
15/02/2017,24,37.1857427648065,
16/02/2017,1,37.1821552112815,
16/02/2017,2,37.1785522474529,
16/02/2017,3,37.1749338631926,
16/02/2017,4,37.1713000483287,
16/02/2017,5,37.1676507926895,
16/02/2017,6,37.1639860860159,
16/02/2017,7,37.1603059180925,
16/02/2017,8,37.1566102788347,
16/02/2017,9,37.1528991578525,46.9510174744064
16/02/2017,10,37.1491725451051,46.9467554862786
16/02/2017,11,37.1454304302897,46.9424835048267
16/02/2017,12,37.1416728031472,46.938201523677
16/02/2017,13,37.1378996535495,46.9339095361938
16/02/2017,14,37.1341109712375,46.9296075356979
16/02/2017,15,37.1303067459958,46.9252955157281
16/02/2017,16,37.1264869674778,46.9209734694741
16/02/2017,17,37.1226516256429,46.9166413906496
16/02/2017,18,37.1188007101009,46.9122992724006
16/02/2017,19,37.1149342106364,46.9079471081786
16/02/2017,20,37.1110521170776,46.9035848914355
16/02/2017,21,37.1071544191218,
16/02/2017,22,37.1032411064662,
16/02/2017,23,37.0993121689389,
16/02/2017,24,37.095367596281,
17/02/2017,1,37.0914073781023,
17/02/2017,2,37.0874315043184,
17/02/2017,3,37.0834399645391,
17/02/2017,4,37.0794327485492,
17/02/2017,5,37.0754098460457,
17/02/2017,6,37.0713712466822,
17/02/2017,7,37.0673169403308,
17/02/2017,8,37.0632469166012,
17/02/2017,9,37.0591611651907,46.8459582826181
17/02/2017,10,37.055059675884,46.8414546354907
17/02/2017,11,37.0509424382908,46.8369408363942
17/02/2017,12,37.0468094422395,46.8324168788677
17/02/2017,13,37.0426606772089,46.8278827561007
17/02/2017,14,37.0384961331583,46.8233384615451
17/02/2017,15,37.034315799654,46.818783988565
17/02/2017,16,37.0301196662622,46.8142193304375
17/02/2017,17,37.0259077228984,46.8096444806579
17/02/2017,18,37.0216799590853,46.8050594323286
17/02/2017,19,37.0174363645201,46.8004641790758
17/02/2017,20,37.0131769289437,46.795858714002
17/02/2017,21,37.0089016419224,
17/02/2017,22,37.0046104932408,
17/02/2017,23,37.0003034725087,
17/02/2017,24,36.9959805692924,
18/02/2017,1,36.9916417734203,
18/02/2017,2,36.9872870744148,
18/02/2017,3,36.9829164620605,
18/02/2017,4,36.9785299257928,
18/02/2017,5,36.9741274554399,
18/02/2017,6,36.969709040568,
18/02/2017,7,36.9652746708307,
18/02/2017,8,36.9608243358816,
18/02/2017,9,36.9563580252434,
18/02/2017,10,36.9518757287442,
18/02/2017,11,36.9473774357321,
18/02/2017,12,36.9428631360788,
18/02/2017,13,36.9383328193508,
18/02/2017,14,36.9337864749832,
18/02/2017,15,36.9292240927607,
18/02/2017,16,36.9246456622932,
18/02/2017,17,36.9200511731033,
18/02/2017,18,36.9154406148009,
18/02/2017,19,36.910813976996,
18/02/2017,20,36.9061712493422,
18/02/2017,21,36.9015124212747,
18/02/2017,22,36.8968374825781,
18/02/2017,23,36.8921464226441,
18/02/2017,24,36.8874392312136,
19/02/2017,1,36.8827158977219,
19/02/2017,2,36.8779764118663,
19/02/2017,3,36.8732207631692,
19/02/2017,4,36.8684489411535,
19/02/2017,5,36.8636609353853,
19/02/2017,6,36.8588567354745,
19/02/2017,7,36.8540363309876,
19/02/2017,8,36.8491997114033,
19/02/2017,9,36.8443468663318,
19/02/2017,10,36.8394777852955,
19/02/2017,11,36.8345924578171,
19/02/2017,12,36.8296908735065,
19/02/2017,13,36.8247730217554,
19/02/2017,14,36.8198388923047,
19/02/2017,15,36.8148884744587,
19/02/2017,16,36.8099217579584,
19/02/2017,17,36.804938732108,
19/02/2017,18,36.7999393866048,
19/02/2017,19,36.7949237108842,
19/02/2017,20,36.7898916944687,
19/02/2017,21,36.7848433268809,
19/02/2017,22,36.7797785975999,
19/02/2017,23,36.7746974961046,
19/02/2017,24,36.7696000119613,
20/02/2017,1,36.7644861346052,
20/02/2017,2,36.7593558536028,
20/02/2017,3,36.7542091583891,
20/02/2017,4,36.7490460384433,
20/02/2017,5,36.7438664832443,
20/02/2017,6,36.7386704822275,
20/02/2017,7,36.7334580250463,
20/02/2017,8,36.7282291009615,
20/02/2017,9,36.7229836995393,46.4953492578497
20/02/2017,10,36.7177218102588,46.490097574977
20/02/2017,11,36.7124434225552,46.4848352566478
20/02/2017,12,36.7071485258639,46.4795622959209
20/02/2017,13,36.7018371096638,46.474278686248
20/02/2017,14,36.6965091634775,46.4689844206878
20/02/2017,15,36.6911646765657,46.4636794924299
20/02/2017,16,36.6858036385383,46.4583638946206
20/02/2017,17,36.6804260388308,46.4530376206239
20/02/2017,18,36.6750318667473,46.4477006634988
20/02/2017,19,36.6696211118979,46.4423530164349
20/02/2017,20,36.6641937635432,46.4369946727529
20/02/2017,21,36.6587498112494,
20/02/2017,22,36.6532892444084,
20/02/2017,23,36.6478120523243,
20/02/2017,24,36.6423182246072,
21/02/2017,1,36.6368077505176,
21/02/2017,2,36.631280619491,
21/02/2017,3,36.6257368210936,
21/02/2017,4,36.6201763444114,
21/02/2017,5,36.6145991791855,
21/02/2017,6,36.609005314589,
21/02/2017,7,36.6033947401447,
21/02/2017,8,36.5977674451133,
21/02/2017,9,36.5921234190173,46.3663596984989
21/02/2017,10,36.5864626511175,46.3608508841135
21/02/2017,11,36.5807851309364,46.3553312704316
21/02/2017,12,36.5750908476912,46.3498008508614
21/02/2017,13,36.5693797908607,46.3442596183304
21/02/2017,14,36.563651949793,46.3387075661158
21/02/2017,15,36.5579073139234,46.3331446872762
21/02/2017,16,36.5521458723815,46.3275709750451
21/02/2017,17,36.5463676148211,46.3219864224375
21/02/2017,18,36.5405725304154,46.3163910228177
21/02/2017,19,36.5347606085998,46.3107847689826
21/02/2017,20,36.5289318387222,46.3051676544274
21/02/2017,21,36.5230862099561,
21/02/2017,22,36.517223711955,
21/02/2017,23,36.511344333805,
21/02/2017,24,36.5054480649414,
22/02/2017,1,36.4995348947123,
22/02/2017,2,36.4936048124218,
22/02/2017,3,36.4876578074181,
22/02/2017,4,36.4816938689182,
22/02/2017,5,36.4757129864447,
22/02/2017,6,36.4697151490836,
22/02/2017,7,36.463700346314,
22/02/2017,8,36.4576685674401,
22/02/2017,9,36.4516198016354,46.2311536959023
22/02/2017,10,36.4455540383351,46.2253838067991
22/02/2017,11,36.4394712668436,46.219602953599
22/02/2017,12,36.4333714762906,46.213811129317
22/02/2017,13,36.4272546561551,46.2080083270557
22/02/2017,14,36.4211207956105,46.202194540092
22/02/2017,15,36.414969884092,46.1963697612664
22/02/2017,16,36.4088019106857,46.1905339838559
22/02/2017,17,36.4026168647833,46.1846872009191
22/02/2017,18,36.3964147356455,46.1788294054277
22/02/2017,19,36.390195512533,46.1729605906148
22/02/2017,20,36.38395918475,46.1670807494083
22/02/2017,21,36.3777057415573,
22/02/2017,22,36.3714351720846,
22/02/2017,23,36.3651474658545,
22/02/2017,24,36.3588426118658,
23/02/2017,1,36.3525205994665,
23/02/2017,2,36.3461814180046,
23/02/2017,3,36.339825056566,
23/02/2017,4,36.333451504499,
23/02/2017,5,36.3270607509767,
23/02/2017,6,36.3206527852599,
23/02/2017,7,36.3142275966093,
23/02/2017,8,36.3077851742855,
23/02/2017,9,36.3013255073747,46.089636269433
23/02/2017,10,36.2948485852248,46.0836013323715
23/02/2017,11,36.2883543970092,46.0775552651467
23/02/2017,12,36.2818429319013,46.0714980605117
23/02/2017,13,36.2753141792491,46.0654297117871
23/02/2017,14,36.268768128095,46.0593502117699
23/02/2017,15,36.2622047677432,46.053259553606
23/02/2017,16,36.255624087411,46.0471577303979
23/02/2017,17,36.2490260761842,46.0410447350296
23/02/2017,18,36.242410723411,46.0349205606908
23/02/2017,19,36.2357780181337,46.028785200353
23/02/2017,20,36.229127949744,46.0226386469876
23/02/2017,21,36.2224605071533,
23/02/2017,22,36.2157756797096,
23/02/2017,23,36.2090734565863,
23/02/2017,24,36.2023538270441,
24/02/2017,1,36.1956167799945,
24/02/2017,2,36.1888623048289,
24/02/2017,3,36.1820903906337,
24/02/2017,4,36.175301026582,
24/02/2017,5,36.168494201891,
24/02/2017,6,36.1616699055594,
24/02/2017,7,36.1548281269352,
24/02/2017,8,36.1479688549298,
24/02/2017,9,36.1410920789785,45.9417117180128
24/02/2017,10,36.1341977879929,45.9354077300231
24/02/2017,11,36.1272859711898,45.9290924442321
24/02/2017,12,36.1203566177428,45.9227658536984
24/02/2017,13,36.1134097166505,45.9164279514371
24/02/2017,14,36.1064452572173,45.910078730245
24/02/2017,15,36.0994632284855,45.9037181833555
24/02/2017,16,36.0924636194977,45.8973463036527
24/02/2017,17,36.0854464195145,45.8909630840644
24/02/2017,18,36.0784116175346,45.884568517562
24/02/2017,19,36.0713592027751,45.8781625973352
24/02/2017,20,36.0642891642783,45.8717453161371
24/02/2017,21,36.0572014911304,
24/02/2017,22,36.0500961724174,
24/02/2017,23,36.0429731974,
24/02/2017,24,36.035832554946,
25/02/2017,1,36.0286742342723,
25/02/2017,2,36.0214982244652,
25/02/2017,3,36.0143045145669,
25/02/2017,4,36.0070930937072,
25/02/2017,5,35.9998639509286,
25/02/2017,6,35.992617075317,
25/02/2017,7,35.9853524558712,
25/02/2017,8,35.9780700818519,
25/02/2017,9,35.9707699420833,
25/02/2017,10,35.963452025826,
25/02/2017,11,35.9561163219914,
25/02/2017,12,35.9487628197094,
25/02/2017,13,35.9413915080222,
25/02/2017,14,35.9340023759723,
25/02/2017,15,35.9265954126022,
25/02/2017,16,35.9191706069105,
25/02/2017,17,35.911727948027,
25/02/2017,18,35.9042674249067,
25/02/2017,19,35.8967890265922,
25/02/2017,20,35.8892927421693,
25/02/2017,21,35.8817785605934,
25/02/2017,22,35.874246470863,
25/02/2017,23,35.8666964621079,
25/02/2017,24,35.859128523196,
26/02/2017,1,35.8515426433005,
26/02/2017,2,35.8439388113329,
26/02/2017,3,35.8363170162484,
26/02/2017,4,35.8286772470892,
26/02/2017,5,35.8210194929416,
26/02/2017,6,35.8133437426732,
26/02/2017,7,35.8056499853701,
26/02/2017,8,35.7979382099002,
26/02/2017,9,35.7902084054367,
26/02/2017,10,35.7824605606729,
26/02/2017,11,35.7746946649131,
26/02/2017,12,35.7669107068941,
26/02/2017,13,35.7591086756584,
26/02/2017,14,35.7512885602046,
26/02/2017,15,35.7434503494878,
26/02/2017,16,35.7355940324196,
26/02/2017,17,35.727719597955,
26/02/2017,18,35.7198270350927,
26/02/2017,19,35.7119163328316,
26/02/2017,20,35.703987479952,
26/02/2017,21,35.6960404655838,
26/02/2017,22,35.6880752785073,
26/02/2017,23,35.680091907765,
26/02/2017,24,35.6720903422683,
27/02/2017,1,35.6640705709287,
27/02/2017,2,35.656032582614,
27/02/2017,3,35.6479763664101,
27/02/2017,4,35.6399019110977,
27/02/2017,5,35.6318092055881,
27/02/2017,6,35.6236982388364,
27/02/2017,7,35.6155689998413,
27/02/2017,8,35.6074214772962,
27/02/2017,9,35.5992556603305,45.4585275040154
27/02/2017,10,35.5910715376813,45.4513920439786
27/02/2017,11,35.5828690983035,45.4442447763286
27/02/2017,12,35.5746483311086,45.4370856939058
27/02/2017,13,35.5664092249644,45.4299147894199
27/02/2017,14,35.5581517687388,45.4227320558857
27/02/2017,15,35.5498759512993,45.4155374861439
27/02/2017,16,35.5415817616013,45.4083310728165
27/02/2017,17,35.5332691885124,45.4011128089624
27/02/2017,18,35.5249382207694,45.3938826872909
27/02/2017,19,35.5165888474148,45.3866407006426
27/02/2017,20,35.5082210571854,45.3793868418143
27/02/2017,21,35.49983483908,
27/02/2017,22,35.491430181748,
27/02/2017,23,35.4830070742319,
27/02/2017,24,35.4745655053557,
28/02/2017,1,35.4661054639,
28/02/2017,2,35.4576269387762,
28/02/2017,3,35.4491299187212,
28/02/2017,4,35.4406143926899,
28/02/2017,5,35.4320803494629,
28/02/2017,6,35.423527777908,
28/02/2017,7,35.4149566668057,
28/02/2017,8,35.40636700498,
28/02/2017,9,35.3977587812551,45.2840030420339
28/02/2017,10,35.3891319845861,45.2765822182264
28/02/2017,11,35.3804866035789,45.2691494144092
28/02/2017,12,35.3718226271012,45.2617046232481
28/02/2017,13,35.3631400440645,45.2542478376272
28/02/2017,14,35.3544388432056,45.246779050256
28/02/2017,15,35.3457190133049,45.2392982539313
28/02/2017,16,35.3369805430993,45.2318054414936
28/02/2017,17,35.3282234216313,45.2243006056524
28/02/2017,18,35.3194476374192,45.2167837391607
28/02/2017,19,35.310653179331,45.2092548349028
28/02/2017,20,35.301840036278,45.2017138855008
28/02/2017,21,35.2930081968661,
28/02/2017,22,35.2841576499632,
28/02/2017,23,35.2752883843059,
28/02/2017,24,35.2664003887185,
01/03/2017,1,35.2574981188809,
01/03/2017,2,35.2485994369781,
01/03/2017,3,35.2397088132275,
01/03/2017,4,35.2308262526931,
01/03/2017,5,35.2219517600024,
01/03/2017,6,35.2130853402196,
01/03/2017,7,35.204226997972,
01/03/2017,8,35.1953767382365,
01/03/2017,9,35.1865345656406,45.102909291425
01/03/2017,10,35.1777004853357,45.0952804406988
01/03/2017,11,35.1688745019492,45.0876485180052
01/03/2017,12,35.1600566202833,45.0800135210739
01/03/2017,13,35.1512468453147,45.0723754483333
01/03/2017,14,35.1424451817584,45.0647342976008
01/03/2017,15,35.1336516346782,45.057090067392
01/03/2017,16,35.1248662087019,45.0494427558733
01/03/2017,17,35.1160889086314,45.0417923607747
01/03/2017,18,35.1073197395308,45.0341388808738
01/03/2017,19,35.0985587062896,45.0264823138132
01/03/2017,20,35.0898058132734,45.0188226579339
01/03/2017,21,35.0810610659828,
01/03/2017,22,35.0723244687833,
01/03/2017,23,35.0635960268264,
01/03/2017,24,35.0548757448269,
02/03/2017,1,35.0461636276741,
02/03/2017,2,35.0374596802576,
02/03/2017,3,35.0287639072048,
02/03/2017,4,35.0200763139292,
02/03/2017,5,35.0113969047088,
02/03/2017,6,35.0027256847825,
02/03/2017,7,34.9940626586904,
02/03/2017,8,34.9854078316712,
02/03/2017,9,34.9767612084397,44.9189652125642
02/03/2017,10,34.9681227937108,44.9112621199165
02/03/2017,11,34.9594925925485,44.9035559106851
02/03/2017,12,34.9508706098422,44.8958465832984
02/03/2017,13,34.9422568503069,44.8881341355736
02/03/2017,14,34.9336513190065,44.8804185658519
