Report Date,Market,BenchName,Currency,TimeZone,Resolution
12/08/2013,NPS_SpotSubDaily,NPS_SpotSubDaily,EUR,Central Europe Standard Time,Hour
,,NPSBase,NPSPeak
,Winter Short,90,90
,Winter Medium,17,17
,Winter Long,10,10
,Winter Time,0.5,0.5
,Summer Short,90,90
,Summer Medium,17,17
,Summer Long,10,10
,Summer Time,0.5,0.5
Date,Hour
03/09/2014,22,32.3859583117155,0
03/09/2014,23,32.3841889136966,0
03/09/2014,24,32.3824192043248,0
04/09/2014,1,32.3806491834694,0
04/09/2014,2,32.3788788510428,0
04/09/2014,3,32.3771082070452,0
04/09/2014,4,32.3753372513456,0
04/09/2014,5,32.3735659839003,0
04/09/2014,6,32.3717944047094,0
04/09/2014,7,32.3700225135981,0
04/09/2014,8,32.3682503105229,0
04/09/2014,9,32.3664777954837,32.3664777954837
04/09/2014,10,32.3647049683495,32.3647049683495
04/09/2014,11,32.3629318291205,32.3629318291205
04/09/2014,12,32.3611583775782,32.3611583775782
04/09/2014,13,32.3593846138538,32.3593846138538
04/09/2014,14,32.3576105377724,32.3576105377724
04/09/2014,15,32.3558361492032,32.3558361492032
04/09/2014,16,32.3540614482336,32.3540614482336
04/09/2014,17,32.3522864347324,32.3522864347324
04/09/2014,18,32.3505111086124,32.3505111086124
04/09/2014,19,32.3487354697427,32.3487354697427
04/09/2014,20,32.3469595182105,32.3469595182105
04/09/2014,21,32.3451832537976,0
04/09/2014,22,32.3434066765476,0
04/09/2014,23,32.3416297863732,0
04/09/2014,24,32.3398525830999,0
05/09/2014,1,32.3380750668584,0
05/09/2014,2,32.3362972374307,0
05/09/2014,3,32.3345190947293,0
05/09/2014,4,32.332740638798,0
05/09/2014,5,32.3309618695494,0
05/09/2014,6,32.3291827868088,0
05/09/2014,7,32.32740339062,0
05/09/2014,8,32.325623680852,0
05/09/2014,9,32.3238436575484,32.3238436575484
05/09/2014,10,32.322063320491,32.322063320491
05/09/2014,11,32.3202826697234,32.3202826697234
05/09/2014,12,32.318501705071,32.318501705071
05/09/2014,13,32.316720426621,32.316720426621
05/09/2014,14,32.3149388341553,32.3149388341553
05/09/2014,15,32.3131569276738,32.3131569276738
05/09/2014,16,32.3113747071766,32.3113747071766
05/09/2014,17,32.3095921724016,32.3095921724016
05/09/2014,18,32.3078093235235,32.3078093235235
05/09/2014,19,32.3060261602368,32.3060261602368
05/09/2014,20,32.304242682716,32.304242682716
05/09/2014,21,32.3024588906992,0
05/09/2014,22,32.3006747842301,0
05/09/2014,23,32.2988903631776,0
05/09/2014,24,32.2971056274546,0
06/09/2014,1,32.2953205771482,0
06/09/2014,2,32.2935352120403,0
06/09/2014,3,32.2917495320435,0
06/09/2014,4,32.2899635372014,0
06/09/2014,5,32.2881772274268,0
06/09/2014,6,32.2863906025887,0
06/09/2014,7,32.2846036626433,0
06/09/2014,8,32.2828164075472,0
06/09/2014,9,32.2810288372566,0
06/09/2014,10,32.2792409515969,0
06/09/2014,11,32.2774527506117,0
06/09/2014,12,32.2756642342138,0
06/09/2014,13,32.2738754023158,0
06/09/2014,14,32.2720862547867,0
06/09/2014,15,32.2702967917139,0
06/09/2014,16,32.2685070128355,0
06/09/2014,17,32.266716918326,0
06/09/2014,18,32.2649265078362,0
06/09/2014,19,32.2631357815408,0
06/09/2014,20,32.2613447392214,0
06/09/2014,21,32.2595533808781,0
06/09/2014,22,32.2577617064671,0
06/09/2014,23,32.255969715814,0
06/09/2014,24,32.2541774089623,0
07/09/2014,1,32.2523847858247,0
07/09/2014,2,32.2505918462703,0
07/09/2014,3,32.2487985902553,0
07/09/2014,4,32.2470050177799,0
07/09/2014,5,32.245211128713,0
07/09/2014,6,32.2434169229673,0
07/09/2014,7,32.2416224005865,0
07/09/2014,8,32.2398275613086,0
07/09/2014,9,32.2380324053083,0
07/09/2014,10,32.2362369323237,0
07/09/2014,11,32.2344411423546,0
07/09/2014,12,32.2326450353139,0
07/09/2014,13,32.2308486112452,0
07/09/2014,14,32.2290518698865,0
07/09/2014,15,32.2272548113688,0
07/09/2014,16,32.2254574354738,0
07/09/2014,17,32.2236597422016,0
07/09/2014,18,32.2218617314647,0
07/09/2014,19,32.2200634032197,0
07/09/2014,20,32.2182647573791,0
07/09/2014,21,32.2164657938556,0
07/09/2014,22,32.2146665126929,0
07/09/2014,23,32.2128669136291,0
07/09/2014,24,32.2110669967515,0
08/09/2014,1,32.2092667619727,0
08/09/2014,2,32.2074662091618,0
08/09/2014,3,32.2056653383188,0
08/09/2014,4,32.2038641493127,0
08/09/2014,5,32.2020626420999,0
08/09/2014,6,32.2002608166367,0
08/09/2014,7,32.1984586728358,0
08/09/2014,8,32.1966562106973,0
08/09/2014,9,32.1948534300027,32.1948534300027
08/09/2014,10,32.1930503307958,32.1930503307958
08/09/2014,11,32.1912469129893,32.1912469129893
08/09/2014,12,32.1894431764958,32.1894431764958
08/09/2014,13,32.1876391213154,32.1876391213154
08/09/2014,14,32.1858347472735,32.1858347472735
08/09/2014,15,32.1840300543699,32.1840300543699
08/09/2014,16,32.1822250425175,32.1822250425175
08/09/2014,17,32.1804197116726,32.1804197116726
08/09/2014,18,32.1786140617478,32.1786140617478
08/09/2014,19,32.1768080926558,32.1768080926558
08/09/2014,20,32.1750018043967,32.1750018043967
08/09/2014,21,32.1731951967522,0
08/09/2014,22,32.1713882698969,0
08/09/2014,23,32.1695810235688,0
08/09/2014,24,32.1677734576806,0
09/09/2014,1,32.1659655723197,0
09/09/2014,2,32.1641573673551,0
09/09/2014,3,32.1623488426558,0
09/09/2014,4,32.1605399982218,0
09/09/2014,5,32.1587308339658,0
09/09/2014,6,32.1569213497569,0
09/09/2014,7,32.155111545726,0
09/09/2014,8,32.1533014215238,0
09/09/2014,9,32.1514909772814,32.1514909772814
09/09/2014,10,32.1496802129113,32.1496802129113
09/09/2014,11,32.1478691282828,32.1478691282828
09/09/2014,12,32.146057723352,32.146057723352
09/09/2014,13,32.1442459980317,32.1442459980317
09/09/2014,14,32.1424339523219,32.1424339523219
09/09/2014,15,32.1406215860916,32.1406215860916
09/09/2014,16,32.1388088992971,32.1388088992971
09/09/2014,17,32.1369958918949,32.1369958918949
09/09/2014,18,32.1351825637103,32.1351825637103
09/09/2014,19,32.1333689147868,32.1333689147868
09/09/2014,20,32.1315549450374,32.1315549450374
09/09/2014,21,32.1297406543745,0
09/09/2014,22,32.1279260427546,0
09/09/2014,23,32.1261111100466,0
09/09/2014,24,32.1242958562507,0
10/09/2014,1,32.1224802812358,0
10/09/2014,2,32.1206643850455,0
10/09/2014,3,32.1188481675053,0
10/09/2014,4,32.1170316285279,0
10/09/2014,5,32.1152147681569,0
10/09/2014,6,32.1133975862613,0
10/09/2014,7,32.1115800827538,0
10/09/2014,8,32.1097622576344,0
10/09/2014,9,32.1079441107286,32.1079441107286
10/09/2014,10,32.1061256420799,32.1061256420799
10/09/2014,11,32.1043068515573,32.1043068515573
10/09/2014,12,32.1024877390737,32.1024877390737
10/09/2014,13,32.1006683046289,32.1006683046289
10/09/2014,14,32.0988485481357,32.0988485481357
10/09/2014,15,32.0970284694631,32.0970284694631
10/09/2014,16,32.0952080686111,32.0952080686111
10/09/2014,17,32.0933873454924,32.0933873454924
10/09/2014,18,32.0915663000633,32.0915663000633
10/09/2014,19,32.0897449321928,32.0897449321928
10/09/2014,20,32.0879232418374,32.0879232418374
10/09/2014,21,32.0861012289533,0
10/09/2014,22,32.084278893497,0
10/09/2014,23,32.0824562353373,0
10/09/2014,24,32.0806332544307,0
11/09/2014,1,32.0788099506462,0
11/09/2014,2,32.0769863241148,0
11/09/2014,3,32.0751623745746,0
11/09/2014,4,32.0733381019381,0
11/09/2014,5,32.0715135062928,0
11/09/2014,6,32.0696885875514,0
11/09/2014,7,32.0678633454518,0
11/09/2014,8,32.0660377801687,0
11/09/2014,9,32.0642118914839,32.0642118914839
11/09/2014,10,32.0623856793536,32.0623856793536
11/09/2014,11,32.0605591437779,32.0605591437779
11/09/2014,12,32.0587322846259,32.0587322846259
11/09/2014,13,32.0569051018101,32.0569051018101
11/09/2014,14,32.0550775953307,32.0550775953307
11/09/2014,15,32.0532497650565,32.0532497650565
11/09/2014,16,32.0514216109441,32.0514216109441
11/09/2014,17,32.0495931329497,32.0495931329497
11/09/2014,18,32.047764330986,32.047764330986
11/09/2014,19,32.0459352050093,32.0459352050093
11/09/2014,20,32.0441057548451,32.0441057548451
11/09/2014,21,32.0422759804933,0
11/09/2014,22,32.0404458820412,0
11/09/2014,23,32.0386154591397,0
11/09/2014,24,32.036784711876,0
12/09/2014,1,32.03495364025,0
12/09/2014,2,32.033122244,0
12/09/2014,3,32.0312905232131,0
12/09/2014,4,32.0294584777148,0
12/09/2014,5,32.0276261075924,0
12/09/2014,6,32.0257934126275,0
12/09/2014,7,32.0239603928203,0
12/09/2014,8,32.022127047996,0
12/09/2014,9,32.0202933783294,32.0202933783294
12/09/2014,10,32.0184593834274,32.0184593834274
12/09/2014,11,32.0166250635521,32.0166250635521
12/09/2014,12,32.0147904183978,32.0147904183978
12/09/2014,13,32.0129554479645,32.0129554479645
12/09/2014,14,32.0111201522086,32.0111201522086
12/09/2014,15,32.0092845310428,32.0092845310428
12/09/2014,16,32.0074485844234,32.0074485844234
12/09/2014,17,32.0056123121758,32.0056123121758
12/09/2014,18,32.003775714431,32.003775714431
12/09/2014,19,32.0019387909706,32.0019387909706
12/09/2014,20,32.0001015417074,32.0001015417074
12/09/2014,21,31.9982639667287,0
12/09/2014,22,31.9964260657725,0
12/09/2014,23,31.9945878388826,0
12/09/2014,24,31.9927492859715,0
13/09/2014,1,31.9909104069957,0
13/09/2014,2,31.9890712018241,0
13/09/2014,3,31.9872316704568,0
13/09/2014,4,31.9853918128065,0
13/09/2014,5,31.9835516287421,0
13/09/2014,6,31.9817111183074,0
13/09/2014,7,31.9798702812841,0
13/09/2014,8,31.9780291177594,0
13/09/2014,9,31.9761876275588,0
13/09/2014,10,31.9743458106823,0
13/09/2014,11,31.9725036669988,0
13/09/2014,12,31.9706611965084,0
13/09/2014,13,31.9688183990802,0
13/09/2014,14,31.9669752747141,0
13/09/2014,15,31.9651318231918,0
13/09/2014,16,31.9632880446443,0
13/09/2014,17,31.961443938897,0
13/09/2014,18,31.9595995058626,0
13/09/2014,19,31.957754745541,0
13/09/2014,20,31.9559096578014,0
13/09/2014,21,31.9540642426,0
13/09/2014,22,31.9522184998932,0
13/09/2014,23,31.95037242955,0
13/09/2014,24,31.9485260316142,0
14/09/2014,1,31.9466793058236,0
14/09/2014,2,31.9448322523094,0
14/09/2014,3,31.9429848709406,0
14/09/2014,4,31.9411371615861,0
14/09/2014,5,31.939289124246,0
14/09/2014,6,31.9374407587457,0
14/09/2014,7,31.935592065216,0
14/09/2014,8,31.9337430433952,0
14/09/2014,9,31.9318936933705,0
14/09/2014,10,31.93004401488,0
14/09/2014,11,31.9281940080109,0
14/09/2014,12,31.9263436727197,0
14/09/2014,13,31.924493008788,0
14/09/2014,14,31.9226420162158,0
14/09/2014,15,31.9207906950032,0
14/09/2014,16,31.9189390450192,0
14/09/2014,17,31.9170870661765,0
14/09/2014,18,31.915234758475,0
14/09/2014,19,31.9133821216965,0
14/09/2014,20,31.9115291559719,0
14/09/2014,21,31.9096758611267,0
14/09/2014,22,31.9078222370736,0
14/09/2014,23,31.9059682837687,0
14/09/2014,24,31.9041140012123,0
15/09/2014,1,31.9022593891859,0
15/09/2014,2,31.900404447777,0
15/09/2014,3,31.8985491768108,0
15/09/2014,4,31.8966935762437,0
15/09/2014,5,31.8948376460321,0
15/09/2014,6,31.8929813860887,0
15/09/2014,7,31.891124796326,0
15/09/2014,8,31.8892678767443,0
15/09/2014,9,31.8874106272124,31.8874106272124
15/09/2014,10,31.885553047643,31.885553047643
15/09/2014,11,31.8836951380363,31.8836951380363
15/09/2014,12,31.8818368982174,31.8818368982174
15/09/2014,13,31.8799783283175,31.8799783283175
15/09/2014,14,31.8781194280309,31.8781194280309
15/09/2014,15,31.8762601974449,31.8762601974449
15/09/2014,16,31.874400636385,31.874400636385
15/09/2014,17,31.8725407449383,31.8725407449383
15/09/2014,18,31.870680522843,31.870680522843
15/09/2014,19,31.8688199701865,31.8688199701865
15/09/2014,20,31.8669590867939,31.8669590867939
15/09/2014,21,31.8650978726218,0
15/09/2014,22,31.8632363276702,0
15/09/2014,23,31.8613744518079,0
15/09/2014,24,31.8595122449478,0
16/09/2014,1,31.8576497070899,0
16/09/2014,2,31.8557868381031,0
16/09/2014,3,31.8539236379438,0
16/09/2014,4,31.8520601065247,0
16/09/2014,5,31.8501962438022,0
16/09/2014,6,31.8483320496889,0
16/09/2014,7,31.8464675241848,0
16/09/2014,8,31.8446026670717,0
16/09/2014,9,31.8427374783932,31.8427374783932
16/09/2014,10,31.8408719580621,31.8408719580621
16/09/2014,11,31.8390061060345,31.8390061060345
16/09/2014,12,31.8371399221796,31.8371399221796
16/09/2014,13,31.8352734064538,31.8352734064538
16/09/2014,14,31.8334065588133,31.8334065588133
16/09/2014,15,31.8315393791272,31.8315393791272
16/09/2014,16,31.8296718674392,31.8296718674392
16/09/2014,17,31.8278040235309,31.8278040235309
16/09/2014,18,31.8259358474897,31.8259358474897
16/09/2014,19,31.8240673390974,31.8240673390974
16/09/2014,20,31.8221984983975,31.8221984983975
16/09/2014,21,31.8203293252154,0
16/09/2014,22,31.8184598196822,0
16/09/2014,23,31.8165899814048,0
16/09/2014,24,31.8147198106453,0
17/09/2014,1,31.8128493071854,0
17/09/2014,2,31.8109784708504,0
17/09/2014,3,31.8091073018149,0
17/09/2014,4,31.8072357997735,0
17/09/2014,5,31.805363964857,0
17/09/2014,6,31.8034917968034,0
17/09/2014,7,31.8016192956566,0
17/09/2014,8,31.7997464613727,0
17/09/2014,9,31.7978732938209,31.7978732938209
17/09/2014,10,31.7959997929574,31.7959997929574
17/09/2014,11,31.7941259586951,31.7941259586951
17/09/2014,12,31.7922517909465,31.7922517909465
17/09/2014,13,31.7903772897553,31.7903772897553
17/09/2014,14,31.7885024549032,31.7885024549032
17/09/2014,15,31.7866272864339,31.7866272864339
17/09/2014,16,31.7847517841728,31.7847517841728
17/09/2014,17,31.7828759481199,31.7828759481199
17/09/2014,18,31.7809997782751,31.7809997782751
17/09/2014,19,31.7791232743766,31.7791232743766
17/09/2014,20,31.7772464365553,31.7772464365553
17/09/2014,21,31.7753692645929,0
17/09/2014,22,31.7734917584894,0
17/09/2014,23,31.7716139182448,0
17/09/2014,24,31.7697357436409,0
18/09/2014,1,31.767857234634,0
18/09/2014,2,31.7659783913114,0
18/09/2014,3,31.7640992134111,0
18/09/2014,4,31.7622197010205,0
18/09/2014,5,31.7603398539213,0
18/09/2014,6,31.7584596721135,0
18/09/2014,7,31.7565791555971,0
18/09/2014,8,31.7546983042412,0
18/09/2014,9,31.7528171179147,31.7528171179147
18/09/2014,10,31.7509355966613,31.7509355966613
18/09/2014,11,31.7490537403064,31.7490537403064
18/09/2014,12,31.74717154885,31.74717154885
18/09/2014,13,31.7452890222485,31.7452890222485
18/09/2014,14,31.7434061602835,31.7434061602835
18/09/2014,15,31.7415229631297,31.7415229631297
18/09/2014,16,31.7396394304815,31.7396394304815
18/09/2014,17,31.7377555623825,31.7377555623825
18/09/2014,18,31.7358713587455,31.7358713587455
18/09/2014,19,31.7339868195704,31.7339868195704
18/09/2014,20,31.7321019445953,31.7321019445953
18/09/2014,21,31.7302167339949,0
18/09/2014,22,31.7283311875071,0
18/09/2014,23,31.7264453051321,0
18/09/2014,24,31.7245590868697,0
19/09/2014,1,31.7226725325454,0
19/09/2014,2,31.7207856421155,0
19/09/2014,3,31.7188984155364,0
19/09/2014,4,31.7170108527207,0
19/09/2014,5,31.7151229536248,0
19/09/2014,6,31.7132347181177,0
19/09/2014,7,31.7113461462432,0
19/09/2014,8,31.7094572378264,0
19/09/2014,9,31.7075679927366,31.7075679927366
19/09/2014,10,31.7056784111483,31.7056784111483
19/09/2014,11,31.7037884927995,31.7037884927995
19/09/2014,12,31.701898237603,31.701898237603
19/09/2014,13,31.7000076456025,31.7000076456025
19/09/2014,14,31.6981167166232,31.6981167166232
19/09/2014,15,31.6962254507089,31.6962254507089
19/09/2014,16,31.6943338477286,31.6943338477286
19/09/2014,17,31.6924419075513,31.6924419075513
19/09/2014,18,31.6905496302643,31.6905496302643
19/09/2014,19,31.6886570155621,31.6886570155621
19/09/2014,20,31.6867640636628,31.6867640636628
19/09/2014,21,31.6848707742611,0
19/09/2014,22,31.682977147444,0
19/09/2014,23,31.6810831829498,0
19/09/2014,24,31.6791888809967,0
20/09/2014,1,31.6772942412354,0
20/09/2014,2,31.6753992637532,0
20/09/2014,3,31.6735039484192,0
20/09/2014,4,31.6716082951898,0
20/09/2014,5,31.6697123040212,0
20/09/2014,6,31.6678159747826,0
20/09/2014,7,31.6659193074302,0
20/09/2014,8,31.664022301964,0
20/09/2014,9,31.6621249581221,0
20/09/2014,10,31.6602272760356,0
20/09/2014,11,31.6583292555733,0
20/09/2014,12,31.6564308966481,0
20/09/2014,13,31.6545321991725,0
20/09/2014,14,31.6526331630594,0
20/09/2014,15,31.6507337883522,0
20/09/2014,16,31.6488340749202,0
20/09/2014,17,31.6469340225885,0
20/09/2014,18,31.6450336314447,0
20/09/2014,19,31.6431329013139,0
20/09/2014,20,31.64123183224,0
20/09/2014,21,31.6393304240046,0
20/09/2014,22,31.6374286766513,0
20/09/2014,23,31.6355265900493,0
20/09/2014,24,31.6336241641548,0
21/09/2014,1,31.6317213989241,0
21/09/2014,2,31.6298182941828,0
21/09/2014,3,31.627914850018,0
21/09/2014,4,31.6260110662552,0
21/09/2014,5,31.624106942807,0
21/09/2014,6,31.6222024797171,0
21/09/2014,7,31.6202976767672,0
21/09/2014,8,31.618392534001,0
21/09/2014,9,31.6164870512876,0
21/09/2014,10,31.6145812286268,0
21/09/2014,11,31.6126750658441,0
21/09/2014,12,31.6107685629395,0
21/09/2014,13,31.6088617198693,0
21/09/2014,14,31.6069545364589,0
21/09/2014,15,31.6050470127957,0
21/09/2014,16,31.6031391486176,0
21/09/2014,17,31.6012309440121,0
21/09/2014,18,31.5993223988917,0
21/09/2014,19,31.5974135130382,0
21/09/2014,20,31.5955042865389,0
21/09/2014,21,31.5935947193502,0
21/09/2014,22,31.5916848112101,0
21/09/2014,23,31.5897745622497,0
21/09/2014,24,31.5878639722941,0
22/09/2014,1,31.5859530412563,0
22/09/2014,2,31.5840417691361,0
22/09/2014,3,31.5821301558462,0
22/09/2014,4,31.5802182012558,0
22/09/2014,5,31.5783059054083,0
22/09/2014,6,31.5763932680857,0
22/09/2014,7,31.5744802893751,0
22/09/2014,8,31.5725669690582,0
22/09/2014,9,31.5706533072225,31.5706533072225
22/09/2014,10,31.5687393036496,31.5687393036496
22/09/2014,11,31.5668249583396,31.5668249583396
22/09/2014,12,31.564910271205,31.564910271205
22/09/2014,13,31.562995242246,31.562995242246
22/09/2014,14,31.5610798712878,31.5610798712878
22/09/2014,15,31.5591641582432,31.5591641582432
22/09/2014,16,31.5572481032432,31.5572481032432
22/09/2014,17,31.5553317059384,31.5553317059384
22/09/2014,18,31.5534149665036,31.5534149665036
22/09/2014,19,31.5514978847204,31.5514978847204
22/09/2014,20,31.5495804605453,31.5495804605453
22/09/2014,21,31.5476626939781,0
22/09/2014,22,31.5457445848006,0
22/09/2014,23,31.5438261331437,0
22/09/2014,24,31.5419073387457,0
23/09/2014,1,31.5399882016936,0
23/09/2014,2,31.5380687217694,0
23/09/2014,3,31.5361488990602,0
23/09/2014,4,31.5342287333042,0
23/09/2014,5,31.5323082246759,0
23/09/2014,6,31.5303873729135,0
23/09/2014,7,31.5284661779297,0
23/09/2014,8,31.5265446398553,0
23/09/2014,9,31.5246227583848,31.5246227583848
23/09/2014,10,31.5227005336492,31.5227005336492
23/09/2014,11,31.5207779653865,31.5207779653865
23/09/2014,12,31.5188550536841,31.5188550536841
23/09/2014,13,31.516931798411,31.516931798411
23/09/2014,14,31.5150081995234,31.5150081995234
23/09/2014,15,31.5130842568906,31.5130842568906
23/09/2014,16,31.5111599704687,31.5111599704687
23/09/2014,17,31.5092353401706,31.5092353401706
23/09/2014,18,31.5073103660397,31.5073103660397
23/09/2014,19,31.505385047858,31.505385047858
23/09/2014,20,31.5034593856253,31.5034593856253
23/09/2014,21,31.5015333792544,0
23/09/2014,22,31.4996070287016,0
23/09/2014,23,31.4976803338795,0
23/09/2014,24,31.495753294701,0
24/09/2014,1,31.4938259110786,0
24/09/2014,2,31.4918981830124,0
24/09/2014,3,31.489970110415,0
24/09/2014,4,31.4880416931555,0
24/09/2014,5,31.4861129312339,0
24/09/2014,6,31.4841838244756,0
24/09/2014,7,31.4822543729679,0
24/09/2014,8,31.4803245764924,0
24/09/2014,9,31.4783944350493,31.4783944350493
24/09/2014,10,31.4764639486384,31.4764639486384
24/09/2014,11,31.4745331169979,31.4745331169979
24/09/2014,12,31.4726019402588,31.4726019402588
24/09/2014,13,31.4706704182463,31.4706704182463
24/09/2014,14,31.4687385508296,31.4687385508296
24/09/2014,15,31.4668063380959,31.4668063380959
24/09/2014,16,31.4648737799143,31.4648737799143
24/09/2014,17,31.4629408760666,31.4629408760666
24/09/2014,18,31.4610076267709,31.4610076267709
24/09/2014,19,31.459074031678,31.459074031678
24/09/2014,20,31.4571400908753,31.4571400908753
24/09/2014,21,31.4552058042318,0
24/09/2014,22,31.4532711717475,0
24/09/2014,23,31.4513361932477,0
24/09/2014,24,31.4494008687325,0
25/09/2014,1,31.4474651981145,0
25/09/2014,2,31.4455291813065,0
25/09/2014,3,31.4435928183084,0
25/09/2014,4,31.4416561089456,0
25/09/2014,5,31.4397190532181,0
25/09/2014,6,31.4377816510387,0
25/09/2014,7,31.4358439023199,0
25/09/2014,8,31.4339058069745,0
25/09/2014,9,31.4319673650461,31.4319673650461
25/09/2014,10,31.4300285763165,31.4300285763165
25/09/2014,11,31.428089440742,31.428089440742
25/09/2014,12,31.42614995841,31.42614995841
25/09/2014,13,31.4242101290147,31.4242101290147
25/09/2014,14,31.4222699525999,31.4222699525999
25/09/2014,15,31.4203294292092,31.4203294292092
25/09/2014,16,31.4183885584935,31.4183885584935
25/09/2014,17,31.4164473407145,31.4164473407145
25/09/2014,18,31.4145057755231,31.4145057755231
25/09/2014,19,31.4125638629193,31.4125638629193
25/09/2014,20,31.4106216030341,31.4106216030341
25/09/2014,21,31.4086789954745,0
25/09/2014,22,31.4067360404151,0
25/09/2014,23,31.4047927376814,0
25/09/2014,24,31.4028490872297,0
26/09/2014,1,31.400905088929,0
26/09/2014,2,31.3989607427793,0
26/09/2014,3,31.3970160487806,0
26/09/2014,4,31.3950710066274,0
26/09/2014,5,31.3931256164942,0
26/09/2014,6,31.3911798782065,0
26/09/2014,7,31.3892337916332,0
26/09/2014,8,31.387287356818,0
26/09/2014,9,31.3853405736299,31.3853405736299
26/09/2014,10,31.3833934419818,31.3833934419818
26/09/2014,11,31.3814459618734,31.3814459618734
26/09/2014,12,31.3794981331739,31.3794981331739
26/09/2014,13,31.3775499558396,31.3775499558396
26/09/2014,14,31.375601429696,31.375601429696
26/09/2014,15,31.3736525549175,31.3736525549175
26/09/2014,16,31.371703331155,31.371703331155
26/09/2014,17,31.3697537584958,31.3697537584958
26/09/2014,18,31.3678038368962,31.3678038368962
26/09/2014,19,31.365853566138,31.365853566138
26/09/2014,20,31.363902946352,31.363902946352
26/09/2014,21,31.3619519771892,0
26/09/2014,22,31.3600006588676,0
26/09/2014,23,31.3580489911255,0
26/09/2014,24,31.3560969740502,0
27/09/2014,1,31.3541446073359,0
27/09/2014,2,31.3521918912011,0
27/09/2014,3,31.3502388253401,0
27/09/2014,4,31.3482854097965,0
27/09/2014,5,31.3463316444395,0
27/09/2014,6,31.344377529269,0
27/09/2014,7,31.3424230641976,0
27/09/2014,8,31.3404682490946,0
27/09/2014,9,31.338513083916,0
27/09/2014,10,31.3365575686184,0
27/09/2014,11,31.3346017031581,0
27/09/2014,12,31.3326454873604,0
27/09/2014,13,31.3306889212254,0
27/09/2014,14,31.3287320047093,0
27/09/2014,15,31.3267747376813,0
27/09/2014,16,31.3248171200539,0
27/09/2014,17,31.3228591518709,0
27/09/2014,18,31.3209008329577,0
27/09/2014,19,31.3189421632705,0
27/09/2014,20,31.3169831426785,0
27/09/2014,21,31.3150237712689,0
27/09/2014,22,31.3130640487798,0
27/09/2014,23,31.3111039753421,0
27/09/2014,24,31.3091435506503,0
28/09/2014,1,31.307182774879,0
28/09/2014,2,31.3052216477663,0
28/09/2014,3,31.3032601693121,0
28/09/2014,4,31.3012983395165,0
28/09/2014,5,31.2993361581175,0
28/09/2014,6,31.2973736252461,0
28/09/2014,7,31.2954107407713,0
28/09/2014,8,31.2934475045186,0
28/09/2014,9,31.2914839165751,0
28/09/2014,10,31.2895199767227,0
28/09/2014,11,31.2875556849613,0
28/09/2014,12,31.2855910413346,0
28/09/2014,13,31.2836260455369,0
28/09/2014,14,31.2816606976558,0
28/09/2014,15,31.2796949976037,0
28/09/2014,16,31.277728945206,0
28/09/2014,17,31.2757625405502,0
28/09/2014,18,31.2737957834615,0
28/09/2014,19,31.2718286738964,0
28/09/2014,20,31.2698612118111,0
28/09/2014,21,31.2678933969873,0
28/09/2014,22,31.2659252296435,0
28/09/2014,23,31.2639567093865,0
28/09/2014,24,31.2619878363912,0
29/09/2014,1,31.2600186104391,0
29/09/2014,2,31.2580490315304,0
29/09/2014,3,31.256079099534,0
29/09/2014,4,31.2541088144499,0
29/09/2014,5,31.2521381762344,0
29/09/2014,6,31.2501671846258,0
29/09/2014,7,31.2481958398421,0
29/09/2014,8,31.2462241414905,0
29/09/2014,9,31.2442520897457,31.2442520897457
29/09/2014,10,31.2422796844767,31.2422796844767
29/09/2014,11,31.2403069255088,31.2403069255088
29/09/2014,12,31.238333812973,31.238333812973
29/09/2014,13,31.2363603465637,31.2363603465637
29/09/2014,14,31.2343865263247,31.2343865263247
29/09/2014,15,31.2324123522994,31.2324123522994
29/09/2014,16,31.2304378241388,31.2304378241388
29/09/2014,17,31.228462942061,31.228462942061
29/09/2014,18,31.2264877058042,31.2264877058042
29/09/2014,19,31.2245121153246,31.2245121153246
29/09/2014,20,31.2225361707096,31.2225361707096
29/09/2014,21,31.22055987161,0
29/09/2014,22,31.2185832182004,0
29/09/2014,23,31.2166062103061,0
29/09/2014,24,31.2146288478398,0
30/09/2014,1,31.2126511308015,0
30/09/2014,2,31.2106730590167,0
30/09/2014,3,31.2086946324853,0
30/09/2014,4,31.2067158511636,0
30/09/2014,5,31.2047367148771,0
30/09/2014,6,31.2027572236693,0
30/09/2014,7,31.2007773774094,0
30/09/2014,8,31.19879717601,0
30/09/2014,9,31.1968166194274,31.1968166194274
30/09/2014,10,31.1948357075744,31.1948357075744
30/09/2014,11,31.1928544404072,31.1928544404072
30/09/2014,12,31.1908728178387,31.1908728178387
30/09/2014,13,31.1888908397814,31.1888908397814
30/09/2014,14,31.1869085061917,31.1869085061917
30/09/2014,15,31.1849258169823,31.1849258169823
30/09/2014,16,31.1829427720659,31.1829427720659
30/09/2014,17,31.1809593714424,31.1809593714424
30/09/2014,18,31.1789756149374,31.1789756149374
30/09/2014,19,31.176991502507,31.176991502507
30/09/2014,20,31.1750070341513,31.1750070341513
30/09/2014,21,31.1730222097394,0
30/09/2014,22,31.1710370291839,0
30/09/2014,23,31.1690514924412,0
30/09/2014,24,31.1670655994676,0
01/10/2014,1,31.165079579936,0
01/10/2014,2,31.1630943531054,0
01/10/2014,3,31.1611101489107,0
01/10/2014,4,31.1591269675264,0
01/10/2014,5,31.1571448092145,0
01/10/2014,6,31.1551636741933,0
01/10/2014,7,31.1531835626374,0
01/10/2014,8,31.1512044747215,0
