Report Date,Market,BenchName,Currency,TimeZone,Resolution
12/08/2013,NPS_SpotSubDaily,NPS_SpotSubDaily,EUR,Central Europe Standard Time,Hour
,,NPSBase,NPSPeak
,Winter Short,90,90
,Winter Medium,17,17
,Winter Long,10,10
,Winter Time,0.5,0.5
,Summer Short,90,90
,Summer Medium,17,17
,Summer Long,10,10
,Summer Time,0.5,0.5
Date,Hour
31/12/2013,7,38.7785236922718,0
31/12/2013,8,38.7808471641256,0
31/12/2013,9,38.7831787311734,38.7831787311734
31/12/2013,10,38.7855183981301,38.7855183981301
31/12/2013,11,38.7878661697978,38.7878661697978
31/12/2013,12,38.790222050935,38.790222050935
31/12/2013,13,38.7925860463438,38.7925860463438
31/12/2013,14,38.7949581607827,38.7949581607827
31/12/2013,15,38.7973383990538,38.7973383990538
31/12/2013,16,38.7997267659157,38.7997267659157
31/12/2013,17,38.8021232661704,38.8021232661704
31/12/2013,18,38.8045279045764,38.8045279045764
31/12/2013,19,38.8069406859358,38.8069406859358
31/12/2013,20,38.8093616150509,38.8093616150509
31/12/2013,21,38.81179069668,0
31/12/2013,22,38.8142279356252,0
31/12/2013,23,38.8166733367107,0
31/12/2013,24,38.8191269046947,0
01/01/2014,1,38.8215885208774,0
01/01/2014,2,38.8240576960961,0
01/01/2014,3,38.826534311258,0
01/01/2014,4,38.8290183707286,0
01/01/2014,5,38.8315098788735,0
01/01/2014,6,38.8340088400801,0
01/01/2014,7,38.8365152586921,0
01/01/2014,8,38.8390291390751,0
01/01/2014,9,38.8415504856166,38.8415504856166
01/01/2014,10,38.8440793026602,38.8440793026602
01/01/2014,11,38.8466155946153,38.8466155946153
01/01/2014,12,38.8491593658473,38.8491593658473
01/01/2014,13,38.8517106207,38.8517106207
01/01/2014,14,38.8542693635609,38.8542693635609
01/01/2014,15,38.8568355988391,38.8568355988391
01/01/2014,16,38.8594093309002,38.8594093309002
01/01/2014,17,38.8619905641099,38.8619905641099
01/01/2014,18,38.8645793028336,38.8645793028336
01/01/2014,19,38.8671755515024,38.8671755515024
01/01/2014,20,38.8697793144602,38.8697793144602
01/01/2014,21,38.872390596116,0
01/01/2014,22,38.8750094008574,0
01/01/2014,23,38.877635733028,0
01/01/2014,24,38.8802695971026,0
02/01/2014,1,38.8829109973813,0
02/01/2014,2,38.885559938295,0
02/01/2014,3,38.8882164242532,0
02/01/2014,4,38.8908804596431,0
02/01/2014,5,38.8935520488085,0
02/01/2014,6,38.8962311962459,0
02/01/2014,7,38.8989179062555,0
02/01/2014,8,38.9016121832901,0
02/01/2014,9,38.9043140317372,38.9043140317372
02/01/2014,10,38.907023455984,38.907023455984
02/01/2014,11,38.9097404604836,38.9097404604836
02/01/2014,12,38.9124650495796,38.9124650495796
02/01/2014,13,38.915197227725,38.915197227725
02/01/2014,14,38.9179369992853,38.9179369992853
02/01/2014,15,38.9206843686916,38.9206843686916
02/01/2014,16,38.9234393403749,38.9234393403749
02/01/2014,17,38.926201918679,38.926201918679
02/01/2014,18,38.9289721081223,38.9289721081223
02/01/2014,19,38.9317499129829,38.9317499129829
02/01/2014,20,38.934535337823,38.934535337823
02/01/2014,21,38.9373283869209,0
02/01/2014,22,38.9401290647947,0
02/01/2014,23,38.9429373758321,0
02/01/2014,24,38.9457533244204,0
03/01/2014,1,38.9485769150124,0
03/01/2014,2,38.9514081520392,0
03/01/2014,3,38.9542470399101,0
03/01/2014,4,38.9570935830343,0
03/01/2014,5,38.9599477858428,0
03/01/2014,6,38.9628096528322,0
03/01/2014,7,38.9656791883026,0
03/01/2014,8,38.968556396816,0
03/01/2014,9,38.9714412827161,38.9714412827161
03/01/2014,10,38.9743338504559,38.9743338504559
03/01/2014,11,38.9772341044882,38.9772341044882
03/01/2014,12,38.9801420492222,38.9801420492222
03/01/2014,13,38.9830576891109,38.9830576891109
03/01/2014,14,38.9859810286289,38.9859810286289
03/01/2014,15,38.98891207212,38.98891207212
03/01/2014,16,38.9918508241244,38.9918508241244
03/01/2014,17,38.9947972890077,38.9947972890077
03/01/2014,18,38.9977514712446,38.9977514712446
03/01/2014,19,39.0007133753097,39.0007133753097
03/01/2014,20,39.0036830056124,39.0036830056124
03/01/2014,21,39.0066603665837,0
03/01/2014,22,39.0096454626982,0
03/01/2014,23,39.0126382984308,0
03/01/2014,24,39.0156388781688,0
04/01/2014,1,39.018647206387,0
04/01/2014,2,39.0216632876036,0
04/01/2014,3,39.0246871261625,0
04/01/2014,4,39.0277187266038,0
04/01/2014,5,39.0307580933368,0
04/01/2014,6,39.033805230858,0
04/01/2014,7,39.0368601435985,0
04/01/2014,8,39.0399228360329,0
04/01/2014,9,39.0429933126143,0
04/01/2014,10,39.0460715778172,0
04/01/2014,11,39.0491576360946,0
04/01/2014,12,39.0522514919212,0
04/01/2014,13,39.0553531497499,0
04/01/2014,14,39.0584626140553,0
04/01/2014,15,39.0615798893341,0
04/01/2014,16,39.0647049800391,0
04/01/2014,17,39.0678378906014,0
04/01/2014,18,39.0709786255611,0
04/01/2014,19,39.0741271893494,0
04/01/2014,20,39.0772835864846,0
04/01/2014,21,39.0804478213759,0
04/01/2014,22,39.0836198985635,0
04/01/2014,23,39.0867998225003,0
04/01/2014,24,39.0899875976829,0
05/01/2014,1,39.093183228586,0
05/01/2014,2,39.0963867196842,0
05/01/2014,3,39.0995980754742,0
05/01/2014,4,39.1028173004306,0
05/01/2014,5,39.10604439905,0
05/01/2014,6,39.1092793758507,0
05/01/2014,7,39.1125222352421,0
05/01/2014,8,39.1157729818078,0
05/01/2014,9,39.1190316199791,0
05/01/2014,10,39.1222981542742,0
05/01/2014,11,39.1255725891897,0
05/01/2014,12,39.1288549292221,0
05/01/2014,13,39.1321451788463,0
05/01/2014,14,39.1354433426022,0
05/01/2014,15,39.1387494249429,0
05/01/2014,16,39.1420634304086,0
05/01/2014,17,39.1453853634957,0
05/01/2014,18,39.1487152286791,0
05/01/2014,19,39.1520530304988,0
05/01/2014,20,39.1553987734733,0
05/01/2014,21,39.1587524620554,0
05/01/2014,22,39.1621141007854,0
05/01/2014,23,39.1654836942034,0
05/01/2014,24,39.1688612467624,0
06/01/2014,1,39.1722467630243,0
06/01/2014,2,39.1756402474857,0
06/01/2014,3,39.179041704665,0
06/01/2014,4,39.1824511390587,0
06/01/2014,5,39.185868555207,0
06/01/2014,6,39.1892939576501,0
06/01/2014,7,39.1927273508627,0
06/01/2014,8,39.196168739385,0
06/01/2014,9,39.1996181277573,39.1996181277573
06/01/2014,10,39.203075520476,39.203075520476
06/01/2014,11,39.206540922125,39.206540922125
06/01/2014,12,39.2100143371354,39.2100143371354
06/01/2014,13,39.2134957701128,39.2134957701128
06/01/2014,14,39.2169852255756,39.2169852255756
06/01/2014,15,39.2204827080204,39.2204827080204
06/01/2014,16,39.2239882220092,39.2239882220092
06/01/2014,17,39.2275017720822,39.2275017720822
06/01/2014,18,39.2310233627577,39.2310233627577
06/01/2014,19,39.234552998576,39.234552998576
06/01/2014,20,39.2380906840554,39.2380906840554
06/01/2014,21,39.2416364237797,0
06/01/2014,22,39.2451902222674,0
06/01/2014,23,39.248752084015,0
06/01/2014,24,39.25232201365,0
07/01/2014,1,39.2559000156471,0
07/01/2014,2,39.2594860945901,0
07/01/2014,3,39.2630802549975,0
07/01/2014,4,39.2666825014312,0
07/01/2014,5,39.2702928384751,0
07/01/2014,6,39.273911270604,0
07/01/2014,7,39.2775378024453,0
07/01/2014,8,39.2811724384956,0
07/01/2014,9,39.2848151833168,39.2848151833168
07/01/2014,10,39.2884660415148,39.2884660415148
07/01/2014,11,39.2921250176078,39.2921250176078
07/01/2014,12,39.2957921161142,39.2957921161142
07/01/2014,13,39.2994673416833,39.2994673416833
07/01/2014,14,39.30315069879,39.30315069879
07/01/2014,15,39.3068421920834,39.3068421920834
07/01/2014,16,39.3105418260166,39.3105418260166
07/01/2014,17,39.3142496052606,39.3142496052606
07/01/2014,18,39.317965534312,39.317965534312
07/01/2014,19,39.3216896177764,39.3216896177764
07/01/2014,20,39.3254218601942,39.3254218601942
07/01/2014,21,39.3291622661709,0
07/01/2014,22,39.3329108402249,0
07/01/2014,23,39.336667586962,0
07/01/2014,24,39.3404325109659,0
08/01/2014,1,39.3442056167769,0
08/01/2014,2,39.3479869090224,0
08/01/2014,3,39.3517763921991,0
08/01/2014,4,39.3555740709999,0
08/01/2014,5,39.3593799498776,0
08/01/2014,6,39.3631940335035,0
08/01/2014,7,39.3670163264396,0
08/01/2014,8,39.3708468332479,0
08/01/2014,9,39.3746855585123,39.3746855585123
08/01/2014,10,39.3785325068602,39.3785325068602
08/01/2014,11,39.3823876828537,39.3823876828537
08/01/2014,12,39.386251091033,39.386251091033
08/01/2014,13,39.3901227360911,39.3901227360911
08/01/2014,14,39.3940026225464,39.3940026225464
08/01/2014,15,39.3978907549827,39.3978907549827
08/01/2014,16,39.4017871380711,39.4017871380711
08/01/2014,17,39.4056917762864,39.4056917762864
08/01/2014,18,39.4096046743653,39.4096046743653
08/01/2014,19,39.4135258367824,39.4135258367824
08/01/2014,20,39.4174552682089,39.4174552682089
08/01/2014,21,39.4213929732286,0
08/01/2014,22,39.4253389564255,0
08/01/2014,23,39.4292932224271,0
08/01/2014,24,39.4332557758171,0
09/01/2014,1,39.4372266212231,0
09/01/2014,2,39.4412057632071,0
09/01/2014,3,39.4451932064621,0
09/01/2014,4,39.4491889555065,0
09/01/2014,5,39.4531930149897,0
09/01/2014,6,39.457205389539,0
09/01/2014,7,39.4612260837166,0
09/01/2014,8,39.4652551022155,0
09/01/2014,9,39.4692924495976,39.4692924495976
09/01/2014,10,39.4733381304468,39.4733381304468
09/01/2014,11,39.477392149478,39.477392149478
09/01/2014,12,39.4814545112094,39.4814545112094
09/01/2014,13,39.4855252203342,39.4855252203342
09/01/2014,14,39.489604281458,39.489604281458
09/01/2014,15,39.4936916991865,39.4936916991865
09/01/2014,16,39.4977874781252,39.4977874781252
09/01/2014,17,39.5018916229456,39.5018916229456
09/01/2014,18,39.5060041382749,39.5060041382749
09/01/2014,19,39.5101250287189,39.5101250287189
09/01/2014,20,39.5142542988833,39.5142542988833
09/01/2014,21,39.5183919534393,0
09/01/2014,22,39.5225379970143,0
09/01/2014,23,39.5266924342359,0
09/01/2014,24,39.5308552697315,0
10/01/2014,1,39.5350265081506,0
10/01/2014,2,39.5392061541206,0
10/01/2014,3,39.5433942122691,0
10/01/2014,4,39.5475906872671,0
10/01/2014,5,39.5517955837422,0
10/01/2014,6,39.5560089063001,0
10/01/2014,7,39.5602306596556,0
10/01/2014,8,39.5644608483926,0
10/01/2014,9,39.5686994772041,39.5686994772041
10/01/2014,10,39.5729465506956,39.5729465506956
10/01/2014,11,39.5772020735167,39.5772020735167
10/01/2014,12,39.581466050382,39.581466050382
10/01/2014,13,39.5857384858537,39.5857384858537
10/01/2014,14,39.5900193846464,39.5900193846464
10/01/2014,15,39.5943087513879,39.5943087513879
10/01/2014,16,39.5986065907491,39.5986065907491
10/01/2014,17,39.6029129073795,39.6029129073795
10/01/2014,18,39.6072277059284,39.6072277059284
10/01/2014,19,39.6115509910669,39.6115509910669
10/01/2014,20,39.6158827674444,39.6158827674444
10/01/2014,21,39.6202230397103,0
10/01/2014,22,39.6245718126011,0
10/01/2014,23,39.628929090657,0
10/01/2014,24,39.6332948786585,0
11/01/2014,1,39.6376691812329,0
11/01/2014,2,39.6420520030078,0
11/01/2014,3,39.6464433486981,0
11/01/2014,4,39.650843222953,0
11/01/2014,5,39.6552516304873,0
11/01/2014,6,39.6596685759068,0
11/01/2014,7,39.6640940639481,0
11/01/2014,8,39.6685280992169,0
11/01/2014,9,39.6729706864717,0
11/01/2014,10,39.6774218303617,0
11/01/2014,11,39.6818815355145,0
11/01/2014,12,39.6863498066668,0
11/01/2014,13,39.6908266484897,0
11/01/2014,14,39.6953120656763,0
11/01/2014,15,39.6998060628757,0
11/01/2014,16,39.7043086448248,0
11/01/2014,17,39.7088198161509,0
11/01/2014,18,39.7133395815908,0
11/01/2014,19,39.7178679458157,0
11/01/2014,20,39.7224049135402,0
11/01/2014,21,39.726950489392,0
11/01/2014,22,39.7315046781296,0
11/01/2014,23,39.7360674844458,0
11/01/2014,24,39.7406389129901,0
12/01/2014,1,39.7452189684991,0
12/01/2014,2,39.749807655644,0
12/01/2014,3,39.7544049791613,0
12/01/2014,4,39.7590109437442,0
12/01/2014,5,39.7636255540419,0
12/01/2014,6,39.768248814813,0
12/01/2014,7,39.7728807307722,0
12/01/2014,8,39.7775213065906,0
12/01/2014,9,39.7821705469833,0
12/01/2014,10,39.7868284566648,0
12/01/2014,11,39.7914950403283,0
12/01/2014,12,39.7961703027322,0
12/01/2014,13,39.8008542485477,0
12/01/2014,14,39.8055468824896,0
12/01/2014,15,39.8102482092945,0
12/01/2014,16,39.8149582336555,0
12/01/2014,17,39.819676960331,0
12/01/2014,18,39.8244043939922,0
12/01/2014,19,39.8291405393757,0
12/01/2014,20,39.8338854012181,0
12/01/2014,21,39.8386389842344,0
12/01/2014,22,39.8434012931175,0
12/01/2014,23,39.8481723326695,0
12/01/2014,24,39.8529521075398,0
13/01/2014,1,39.8577406224867,0
13/01/2014,2,39.8625378822471,0
13/01/2014,3,39.8673438915575,0
13/01/2014,4,39.872158655111,0
13/01/2014,5,39.8769821776659,0
13/01/2014,6,39.8818144639808,0
13/01/2014,7,39.8866555187706,0
13/01/2014,8,39.8915053467499,0
13/01/2014,9,39.8963639526773,39.8963639526773
13/01/2014,10,39.9012313413114,39.9012313413114
13/01/2014,11,39.9061075173449,39.9061075173449
13/01/2014,12,39.910992485602,39.910992485602
13/01/2014,13,39.9158862507102,39.9158862507102
13/01/2014,14,39.9207888175151,39.9207888175151
13/01/2014,15,39.9257001907317,39.9257001907317
13/01/2014,16,39.9306203750748,39.9306203750748
13/01/2014,17,39.9355493753465,39.9355493753465
13/01/2014,18,39.9404871962397,39.9404871962397
13/01/2014,19,39.9454338425567,39.9454338425567
13/01/2014,20,39.950389319034,39.950389319034
13/01/2014,21,39.9553536304302,0
13/01/2014,22,39.9603267814382,0
13/01/2014,23,39.9653087769257,0
13/01/2014,24,39.9702996215638,0
14/01/2014,1,39.9752993201328,0
14/01/2014,2,39.980307877413,0
14/01/2014,3,39.9853252981629,0
14/01/2014,4,39.9903515870974,0
14/01/2014,5,39.9953867490622,0
14/01/2014,6,40.0004307887284,0
14/01/2014,7,40.0054837109637,0
14/01/2014,8,40.0105455204612,0
14/01/2014,9,40.015616222001,40.015616222001
14/01/2014,10,40.0206958203853,40.0206958203853
14/01/2014,11,40.0257843203508,40.0257843203508
14/01/2014,12,40.0308817266778,40.0308817266778
14/01/2014,13,40.0359880441902,40.0359880441902
14/01/2014,14,40.0411032776028,40.0411032776028
14/01/2014,15,40.0462274316742,40.0462274316742
14/01/2014,16,40.0513605112719,40.0513605112719
14/01/2014,17,40.056502521089,40.056502521089
14/01/2014,18,40.0616534659712,40.0616534659712
14/01/2014,19,40.0668133506333,40.0668133506333
14/01/2014,20,40.0719821799212,40.0719821799212
14/01/2014,21,40.0771599585714,0
14/01/2014,22,40.0823466914298,0
14/01/2014,23,40.0875423832113,0
14/01/2014,24,40.0927470387396,0
15/01/2014,1,40.0979606627952,0
15/01/2014,2,40.1031832602021,0
15/01/2014,3,40.1084148357186,0
15/01/2014,4,40.1136553941469,0
15/01/2014,5,40.1189049402892,0
15/01/2014,6,40.1241634789039,0
15/01/2014,7,40.1294310148369,0
15/01/2014,8,40.1347075528465,0
15/01/2014,9,40.1399930978005,40.1399930978005
15/01/2014,10,40.1452876544136,40.1452876544136
15/01/2014,11,40.1505912275316,40.1505912275316
15/01/2014,12,40.1559038219784,40.1559038219784
15/01/2014,13,40.1612254425345,40.1612254425345
15/01/2014,14,40.1665560939582,40.1665560939582
15/01/2014,15,40.171895781139,40.171895781139
15/01/2014,16,40.1772445088791,40.1772445088791
15/01/2014,17,40.182602281915,40.182602281915
15/01/2014,18,40.1879691051145,40.1879691051145
15/01/2014,19,40.1933449833014,40.1933449833014
15/01/2014,20,40.198729921256,40.198729921256
15/01/2014,21,40.2041239238024,0
15/01/2014,22,40.2095269957645,0
15/01/2014,23,40.2149391419662,0
15/01/2014,24,40.2203603672097,0
16/01/2014,1,40.225790676297,0
16/01/2014,2,40.2312300741178,0
16/01/2014,3,40.2366785654085,0
16/01/2014,4,40.2421361550805,0
16/01/2014,5,40.2476028478704,0
16/01/2014,6,40.2530786486896,0
16/01/2014,7,40.2585635623182,0
16/01/2014,8,40.2640575935802,0
16/01/2014,9,40.2695607473215,40.2695607473215
16/01/2014,10,40.275073028366,40.275073028366
16/01/2014,11,40.2805944415813,40.2805944415813
16/01/2014,12,40.2861249917478,40.2861249917478
16/01/2014,13,40.291664683733,40.291664683733
16/01/2014,14,40.2972135223827,40.2972135223827
16/01/2014,15,40.302771512499,40.302771512499
16/01/2014,16,40.3083386589278,40.3083386589278
16/01/2014,17,40.3139149665585,40.3139149665585
16/01/2014,18,40.3195004401932,40.3195004401932
16/01/2014,19,40.3250950846777,40.3250950846777
16/01/2014,20,40.3306989048579,40.3306989048579
16/01/2014,21,40.3363119055794,0
16/01/2014,22,40.341934091688,0
16/01/2014,23,40.3475654680296,0
16/01/2014,24,40.3532060394937,0
17/01/2014,1,40.3588558108604,0
17/01/2014,2,40.3645147870411,0
17/01/2014,3,40.3701829728598,0
17/01/2014,4,40.375860373184,0
17/01/2014,5,40.3815469928595,0
17/01/2014,6,40.387242836754,0
17/01/2014,7,40.3929479097351,0
17/01/2014,8,40.3986622166049,0
17/01/2014,9,40.4043857623183,40.4043857623183
17/01/2014,10,40.4101185516774,40.4101185516774
17/01/2014,11,40.4158605895282,40.4158605895282
17/01/2014,12,40.4216118807817,40.4216118807817
17/01/2014,13,40.4273724303057,40.4273724303057
17/01/2014,14,40.4331422429241,40.4331422429241
17/01/2014,15,40.4389213235481,40.4389213235481
17/01/2014,16,40.4447096770018,40.4447096770018
17/01/2014,17,40.45050730824,40.45050730824
17/01/2014,18,40.4563142220213,40.4563142220213
17/01/2014,19,40.4621304233224,40.4621304233224
17/01/2014,20,40.4679559169454,40.4679559169454
17/01/2014,21,40.4737907078234,0
17/01/2014,22,40.4796348008022,0
17/01/2014,23,40.4854882007494,0
17/01/2014,24,40.4913509125763,0
18/01/2014,1,40.4972229411724,0
18/01/2014,2,40.5031042913397,0
18/01/2014,3,40.5089949680769,0
18/01/2014,4,40.5148949762079,0
18/01/2014,5,40.5208043206221,0
18/01/2014,6,40.5267230061872,0
18/01/2014,7,40.5326510378582,0
18/01/2014,8,40.538588420437,0
18/01/2014,9,40.5445351589224,0
18/01/2014,10,40.5504912580946,0
18/01/2014,11,40.5564567229303,0
18/01/2014,12,40.5624315582972,0
18/01/2014,13,40.5684157690848,0
18/01/2014,14,40.5744093602043,0
18/01/2014,15,40.5804123365451,0
18/01/2014,16,40.5864247030186,0
18/01/2014,17,40.5924464645359,0
18/01/2014,18,40.5984776259429,0
18/01/2014,19,40.6045181922382,0
18/01/2014,20,40.6105681682238,0
18/01/2014,21,40.6166275589203,0
18/01/2014,22,40.6226963691297,0
18/01/2014,23,40.6287746038288,0
18/01/2014,24,40.634862267907,0
19/01/2014,1,40.6409593662538,0
19/01/2014,2,40.6470659038678,0
19/01/2014,3,40.6531818855292,0
19/01/2014,4,40.6593073162803,0
19/01/2014,5,40.6654422009888,0
19/01/2014,6,40.6715865445221,0
19/01/2014,7,40.6777403519009,0
19/01/2014,8,40.6839036279707,0
19/01/2014,9,40.6900763776866,0
19/01/2014,10,40.6962586059599,0
19/01/2014,11,40.7024503177017,0
19/01/2014,12,40.7086515179108,0
19/01/2014,13,40.7148622114109,0
19/01/2014,14,40.7210824032227,0
19/01/2014,15,40.7273120981918,0
19/01/2014,16,40.7335513013168,0
19/01/2014,17,40.739800017509,0
19/01/2014,18,40.7460582517015,0
19/01/2014,19,40.7523260088274,0
19/01/2014,20,40.7586032938198,0
19/01/2014,21,40.7648901116336,0
19/01/2014,22,40.7711864671801,0
19/01/2014,23,40.7774923654142,0
19/01/2014,24,40.7838078113127,0
20/01/2014,1,40.7901328097432,0
20/01/2014,2,40.7964673657261,0
20/01/2014,3,40.8028114841509,0
20/01/2014,4,40.8091651700161,0
20/01/2014,5,40.8155284282111,0
20/01/2014,6,40.8219012637346,0
20/01/2014,7,40.8282836814979,0
20/01/2014,8,40.8346756864994,0
20/01/2014,9,40.8410772836505,40.8410772836505
20/01/2014,10,40.847488477928,40.847488477928
20/01/2014,11,40.8539092742867,40.8539092742867
20/01/2014,12,40.8603396776598,40.8603396776598
20/01/2014,13,40.8667796930458,40.8667796930458
20/01/2014,14,40.8732293253561,40.8732293253561
20/01/2014,15,40.8796885796328,40.8796885796328
20/01/2014,16,40.8861574607217,40.8861574607217
20/01/2014,17,40.892635973687,40.892635973687
20/01/2014,18,40.8991241234398,40.8991241234398
20/01/2014,19,40.905621914957,40.905621914957
20/01/2014,20,40.9121293532371,40.9121293532371
20/01/2014,21,40.9186464432132,0
20/01/2014,22,40.9251731898403,0
20/01/2014,23,40.9317095981387,0
20/01/2014,24,40.9382556730634,0
21/01/2014,1,40.9448114195693,0
21/01/2014,2,40.9513768426332,0
21/01/2014,3,40.9579519472754,0
21/01/2014,4,40.9645367383855,0
21/01/2014,5,40.9711312210493,0
21/01/2014,6,40.9777354001781,0
21/01/2014,7,40.9843492807486,0
21/01/2014,8,40.9909728678031,0
21/01/2014,9,40.9976061662528,40.9976061662528
21/01/2014,10,41.00424918114,41.00424918114
21/01/2014,11,41.0109019173979,41.0109019173979
21/01/2014,12,41.0175643801122,41.0175643801122
21/01/2014,13,41.0242365741287,41.0242365741287
21/01/2014,14,41.0309185045553,41.0309185045553
21/01/2014,15,41.0376101763468,41.0376101763468
21/01/2014,16,41.0443115944581,41.0443115944581
21/01/2014,17,41.0510227639752,41.0510227639752
21/01/2014,18,41.0577436897656,41.0577436897656
21/01/2014,19,41.064474376959,41.064474376959
21/01/2014,20,41.0712148304665,41.0712148304665
21/01/2014,21,41.0779650553086,0
21/01/2014,22,41.0847250564839,0
21/01/2014,23,41.0914948390127,0
21/01/2014,24,41.0982744078938,0
22/01/2014,1,41.1050637681037,0
22/01/2014,2,41.111862924663,0
22/01/2014,3,41.1186718826139,0
22/01/2014,4,41.1254906469112,0
22/01/2014,5,41.1323192226191,0
22/01/2014,6,41.1391576146707,0
22/01/2014,7,41.1460058281518,0
22/01/2014,8,41.1528638680393,0
22/01/2014,9,41.1597317393753,41.1597317393753
22/01/2014,10,41.1666094471584,41.1666094471584
22/01/2014,11,41.1734969963873,41.1734969963873
22/01/2014,12,41.1803943921041,41.1803943921041
22/01/2014,13,41.1873016393074,41.1873016393074
22/01/2014,14,41.1942187430832,41.1942187430832
22/01/2014,15,41.2011457083645,41.2011457083645
22/01/2014,16,41.2080825402154,41.2080825402154
22/01/2014,17,41.2150292437,41.2150292437
22/01/2014,18,41.2219858237731,41.2219858237731
22/01/2014,19,41.228952285499,41.228952285499
22/01/2014,20,41.2359286338979,41.2359286338979
22/01/2014,21,41.2429148740121,0
22/01/2014,22,41.2499110108838,0
22/01/2014,23,41.2569170494899,0
22/01/2014,24,41.2639329949161,0
23/01/2014,1,41.2709588522048,0
23/01/2014,2,41.2779946263545,0
23/01/2014,3,41.2850403224293,0
23/01/2014,4,41.2920959454277,0
23/01/2014,5,41.2991615004576,0
23/01/2014,6,41.3062369924955,0
23/01/2014,7,41.3133224266276,0
23/01/2014,8,41.3204178078959,0
23/01/2014,9,41.3275231413209,41.3275231413209
23/01/2014,10,41.3346384319448,41.3346384319448
23/01/2014,11,41.3417636848535,41.3417636848535
23/01/2014,12,41.3488989050893,41.3488989050893
23/01/2014,13,41.3560440976289,41.3560440976289
23/01/2014,14,41.3631992676674,41.3631992676674
23/01/2014,15,41.3703644200941,41.3703644200941
23/01/2014,16,41.3775395601042,41.3775395601042
23/01/2014,17,41.3847246926525,41.3847246926525
23/01/2014,18,41.3919198228687,41.3919198228687
23/01/2014,19,41.3991249557512,41.3991249557512
23/01/2014,20,41.4063400964078,41.4063400964078
23/01/2014,21,41.4135652498589,0
23/01/2014,22,41.4208004212123,0
23/01/2014,23,41.4280456154884,0
23/01/2014,24,41.4353008377511,0
24/01/2014,1,41.4425660931302,0
24/01/2014,2,41.449841386624,0
24/01/2014,3,41.4571267232968,0
24/01/2014,4,41.4644221082999,0
24/01/2014,5,41.4717275465882,0
24/01/2014,6,41.4790430433568,0
24/01/2014,7,41.4863686035606,0
24/01/2014,8,41.4937042323727,0
24/01/2014,9,41.5010499348136,41.5010499348136
24/01/2014,10,41.5084057159911,41.5084057159911
24/01/2014,11,41.5157715809255,41.5157715809255
24/01/2014,12,41.52314753479,41.52314753479
24/01/2014,13,41.5305335826051,41.5305335826051
24/01/2014,14,41.5379297294348,41.5379297294348
24/01/2014,15,41.5453359804087,41.5453359804087
24/01/2014,16,41.5527523406126,41.5527523406126
24/01/2014,17,41.5601788150889,41.5601788150889
24/01/2014,18,41.5676154089888,41.5676154089888
24/01/2014,19,41.575062127311,41.575062127311
24/01/2014,20,41.5825189752504,41.5825189752504
24/01/2014,21,41.5899859578058,0
24/01/2014,22,41.5974630801284,0
24/01/2014,23,41.6049503473041,0
24/01/2014,24,41.6124477644189,0
25/01/2014,1,41.6199553365805,0
25/01/2014,2,41.627473068831,0
25/01/2014,3,41.6350009663656,0
25/01/2014,4,41.6425390342047,0
25/01/2014,5,41.6500872774777,0
25/01/2014,6,41.6576457012925,0
25/01/2014,7,41.6652143107785,0
25/01/2014,8,41.6727931109781,0
25/01/2014,9,41.6803821070644,0
25/01/2014,10,41.6879813040796,0
25/01/2014,11,41.695590707197,0
25/01/2014,12,41.7032103214806,0
25/01/2014,13,41.71084015206,0
25/01/2014,14,41.7184802040647,0
25/01/2014,15,41.7261304825588,0
25/01/2014,16,41.7337909927373,0
25/01/2014,17,41.7414617396425,0
25/01/2014,18,41.7491427284258,0
25/01/2014,19,41.7568339642166,0
25/01/2014,20,41.7645354521228,0
25/01/2014,21,41.7722471972302,0
25/01/2014,22,41.7799692047556,0
25/01/2014,23,41.7877014797195,0
25/01/2014,24,41.795444027317,0
26/01/2014,1,41.8031968526557,0
26/01/2014,2,41.8109599608433,0
26/01/2014,3,41.8187333570531,0
26/01/2014,4,41.8265170463928,0
26/01/2014,5,41.8343110339702,0
26/01/2014,6,41.8421153249365,0
26/01/2014,7,41.8499299244868,0
26/01/2014,8,41.8577548376416,0
26/01/2014,9,41.8655900696394,0
26/01/2014,10,41.8734356255445,0
26/01/2014,11,41.8812915105955,0
26/01/2014,12,41.8891577297909,0
26/01/2014,13,41.8970342884131,0
26/01/2014,14,41.9049211915262,0
26/01/2014,15,41.9128184443034,0
26/01/2014,16,41.9207260518524,0
26/01/2014,17,41.92864401939,0
26/01/2014,18,41.9365723520241,0
26/01/2014,19,41.9445110548841,0
26/01/2014,20,41.952460133165,0
26/01/2014,21,41.9604195919746,0
26/01/2014,22,41.9683894365298,0
26/01/2014,23,41.9763696719165,0
26/01/2014,24,41.9843603033514,0
27/01/2014,1,41.9923613359642,0
27/01/2014,2,42.0003727748845,0
27/01/2014,3,42.0083946253289,0
27/01/2014,4,42.0164268924273,0
27/01/2014,5,42.0244695813526,0
27/01/2014,6,42.0325226972564,0
27/01/2014,7,42.0405862453554,0
27/01/2014,8,42.0486602307137,0
27/01/2014,9,42.0567446585919,42.0567446585919
27/01/2014,10,42.0648395341414,42.0648395341414
27/01/2014,11,42.0729448625134,42.0729448625134
27/01/2014,12,42.0810606488594,42.0810606488594
27/01/2014,13,42.0891868984181,42.0891868984181
27/01/2014,14,42.0973236162972,42.0973236162972
27/01/2014,15,42.1054708077136,42.1054708077136
